user_id,recomendations
309,"[1082185, 995242, 1044078, 1068719, 8090537]"
310,"[1082185, 6534178, 995242, 1058997, 6034857]"
311,"[1082185, 1106523, 844165, 6034857, 1005186]"
312,"[1082185, 1077555, 961554, 951412, 1051516]"
313,"[1082185, 6534178, 1029743, 995242, 908531]"
314,"[1082185, 1106523, 883404, 951590, 1058997]"
315,"[1106523, 1028816, 1026118, 824005, 874972]"
316,"[995242, 995785, 1044078, 1058997, 981760]"
317,"[1082185, 1029743, 951590, 8090521, 847982]"
318,"[1106523, 1133018, 914190, 981760, 5569230]"
319,"[6534178, 1106523, 1133018, 995785, 5569230]"
320,"[995785, 860776, 903325, 908846, 883932]"
321,"[1082185, 1058997, 1126899, 860776, 840361]"
322,"[1082185, 923746, 1070820, 1058997, 981760]"
323,"[1082185, 6534178, 1029743, 995242, 1106523]"
324,"[1082185, 6534178, 1070820, 840361, 862349]"
325,"[1029743, 995242, 5569230, 5569471, 951590]"
326,"[1082185, 995242, 1043590, 908531, 1120741]"
327,"[1106523, 1133018, 908531, 883404, 1096036]"
328,"[6534178, 1070820, 1028816, 1041259, 908846]"
329,"[1082185, 995242, 820165, 901062, 986947]"
330,"[6534178, 995242, 849843, 994928, 1077555]"
331,"[1029743, 1106523, 1070820, 844165, 981760]"
332,"[1029743, 995242, 1070820, 1058997, 862349]"
333,"[1106523, 1133018, 883404, 844165, 1044078]"
334,"[1082185, 1133018, 908531, 860776, 849843]"
335,"[1082185, 1106523, 1133018, 995785, 845208]"
336,"[1082185, 6534178, 923746, 1106523, 845208]"
337,"[1029743, 995242, 908531, 849843, 5569471]"
338,"[1082185, 995242, 1133018, 860776, 1028816]"
339,"[1082185, 923746, 1106523, 1133018, 1096036]"
340,"[1082185, 995242, 1029743, 1033615, 1133018]"
341,"[1082185, 6534178, 1029743, 907014, 985999]"
342,"[899624, 1029743, 883404, 847982, 1005186]"
343,"[995242, 923746, 844165, 1028816, 1092026]"
344,"[6534178, 995242, 883404, 981760, 834484]"
345,"[1082185, 995242, 1029743, 883404, 1003188]"
346,"[1082185, 995242, 1029743, 981760, 826249]"
347,"[923746, 1133018, 951590, 1126899, 860776]"
348,"[883404, 1033615, 1096036, 981760, 849843]"
349,"[1106523, 1133018, 995785, 981760, 1043751]"
350,"[6534178, 962568, 1106523, 951590, 860776]"
351,"[1082185, 951590, 1106523, 1133018, 840361]"
352,"[1058997, 835098, 970030, 961554, 951412]"
353,"[979707, 909714, 1022254, 901062, 1119051]"
354,"[951590, 1106523, 962229, 1133018, 826249]"
355,"[1106523, 962229, 927191, 5568378, 999971]"
356,"[6534178, 995242, 883404, 849843, 1075368]"
357,"[1082185, 1058997, 849843, 1126899, 1003188]"
358,"[1106523, 5569230, 981760, 834484, 1053690]"
359,"[923746, 1033615, 995785, 1044078, 962229]"
360,"[1082185, 995242, 1132770, 5568378, 5569327]"
361,"[1082185, 1106523, 962229, 1133018, 5569230]"
362,"[923746, 981760, 849843, 1022254, 5978656]"
363,"[1082185, 6534178, 1029743, 995242, 923746]"
364,"[965766, 1106523, 1096036, 890610, 1092026]"
365,"[1082185, 6534178, 1022003, 1106523, 981760]"
366,"[1106523, 1133018, 883404, 1044078, 999971]"
367,"[1082185, 860776, 1070820, 5569471, 5978648]"
368,"[6534178, 908531, 844165, 951590, 1056509]"
369,"[1033615, 1044078, 981760, 1132770, 1126899]"
370,"[6534178, 995242, 951590, 860776, 840361]"
371,"[1082185, 995242, 1029743, 860776, 840361]"
372,"[1082185, 1029743, 962229, 840361, 1005186]"
373,"[1082185, 6534178, 1029743, 995242, 1106523]"
374,"[1082185, 1029743, 923746, 849843, 901062]"
375,"[6534178, 1029743, 1106523, 965766, 914190]"
376,"[965766, 1133018, 1033615, 953476, 981760]"
377,"[1082185, 1029743, 923746, 995785, 860776]"
378,"[1082185, 6534178, 860776, 1005186, 860975]"
379,"[1082185, 6534178, 1029743, 995242, 1106523]"
380,"[923746, 1106523, 1133018, 951590, 965766]"
381,"[1029743, 995242, 883404, 859075, 1075368]"
382,"[6534178, 1029743, 995242, 908531, 5569471]"
383,"[1082185, 6534178, 1058997, 995785, 1126899]"
384,"[1082185, 6534178, 1058997, 861272, 995785]"
385,"[1058997, 995785, 883404, 6034857, 1126899]"
386,"[6534178, 995242, 1029743, 1106523, 1133018]"
387,"[923746, 1058997, 1126899, 844165, 916122]"
388,"[1029743, 995242, 908531, 849843, 5569327]"
389,"[1082185, 6533889, 1058997, 1126899, 961554]"
390,"[995242, 951590, 844165, 981760, 5569230]"
391,"[1029743, 908531, 962229, 840361, 916122]"
392,"[1082185, 981760, 1133018, 903325, 916122]"
393,"[995242, 1029743, 883404, 849843, 994928]"
394,"[1082185, 1029743, 1133018, 834484, 1026118]"
395,"[995242, 1029743, 923746, 5569230, 962229]"
396,"[6534178, 1058997, 1028816, 1126899, 903325]"
397,"[6534178, 1058997, 883404, 1126899, 995785]"
398,"[6534178, 1029743, 995242, 1092026, 847982]"
399,"[1133018, 951590, 5569230, 1075368, 1005186]"
400,"[1082185, 1029743, 995785, 860776, 883404]"
401,"[965766, 1033615, 849843, 951590, 834484]"
402,"[6534178, 1106523, 914190, 834484, 824005]"
403,"[1082185, 995242, 835098, 840361, 847982]"
404,"[6534178, 860776, 6034857, 951412, 1051516]"
405,"[6534178, 995242, 962229, 860776, 834484]"
406,"[1082185, 1029743, 1058997, 1126899, 1070015]"
407,"[927191, 994928, 1122358, 826249, 8090521]"
408,"[1082185, 899624, 1029743, 923746, 849843]"
409,"[1082185, 6534178, 979707, 1070820, 1022003]"
410,"[995242, 908531, 883404, 1044078, 962229]"
411,"[6534178, 923746, 1106523, 951590, 860776]"
412,"[1082185, 995242, 1133018, 995785, 849843]"
413,"[1082185, 6534178, 923746, 1106523, 5569230]"
414,"[6534178, 1029743, 1106523, 940947, 1044078]"
415,"[1082185, 6534178, 995242, 1029743, 1106523]"
416,"[923746, 1126899, 1122358, 890610, 908318]"
417,"[1082185, 1029743, 995242, 883404, 844165]"
418,"[1082185, 6534178, 1029743, 951590, 1070820]"
419,"[6534178, 1029743, 995242, 5569230, 962229]"
420,"[995242, 1029743, 1106523, 1133018, 951590]"
421,"[6534178, 923746, 1070820, 1058997, 981760]"
422,"[1029743, 995242, 1106523, 1133018, 962568]"
423,"[1082185, 1058997, 962568, 844165, 5569230]"
424,"[1082185, 1003188, 883404, 5569471, 840361]"
425,"[923746, 1106523, 1070820, 1033615, 883404]"
426,"[1082185, 6534178, 1070820, 862349, 826249]"
427,"[1082185, 1029743, 995242, 860776, 5569471]"
428,"[995242, 1029743, 908531, 844165, 849843]"
429,"[1029743, 995242, 995785, 860776, 1056509]"
430,"[995242, 1029743, 1106523, 953476, 908531]"
431,"[995242, 1070820, 1058997, 913210, 951590]"
432,"[1029743, 995242, 883404, 1044078, 826249]"
433,"[1082185, 923746, 1106523, 995785, 951590]"
434,"[951590, 1022003, 981760, 5568378, 994928]"
435,"[844165, 5569230, 5569471, 909714, 1004906]"
436,"[1029743, 1106523, 962568, 951590, 6034857]"
437,"[1082185, 6534178, 995242, 951590, 962229]"
438,"[951590, 1133018, 860776, 1070820, 840361]"
439,"[1038217, 1075368, 908846, 826249, 986912]"
440,"[1082185, 6534178, 1029743, 995242, 1106523]"
441,"[1082185, 961554, 12810393, 1122358, 976998]"
442,"[1082185, 6534178, 1058997, 1126899, 1070015]"
443,"[899624, 962568, 981760, 5569230, 860776]"
444,"[923746, 1106523, 883404, 5978648, 999971]"
445,"[1022003, 1070820, 1058997, 908531, 1044078]"
446,"[1082185, 6534178, 995242, 1029743, 1106523]"
447,"[1029743, 995242, 908531, 883404, 1096036]"
448,"[1082185, 6534178, 868764, 1058997, 1126899]"
449,"[1029743, 995242, 965766, 940947, 951590]"
450,"[995242, 883404, 1096036, 860776, 1038217]"
451,"[1082185, 6534178, 1070820, 1044078, 962229]"
452,"[908531, 883404, 844165, 1096036, 995785]"
453,"[1082185, 908531, 824005, 909714, 857849]"
454,"[995242, 1029743, 5569230, 981760, 999971]"
455,"[1029743, 1070820, 951590, 5569230, 834484]"
456,"[1070820, 5569230, 883404, 862349, 826249]"
457,"[995242, 1029743, 883404, 1070015, 927191]"
458,"[1058997, 981760, 849843, 1126899, 862349]"
459,"[979707, 844165, 995785, 901062, 885290]"
460,"[1082185, 6534178, 1106523, 1058997, 981760]"
461,"[976199, 1029743, 995242, 6534178, 883404]"
462,"[995242, 908531, 862349, 840361, 866227]"
463,"[1082185, 1106523, 1133018, 5569230, 6534166]"
464,"[1082185, 995242, 923746, 1029743, 849843]"
465,"[1029743, 1133018, 1033615, 1044078, 5568378]"
466,"[1133018, 883404, 962568, 1096036, 847982]"
467,"[1082185, 1106523, 844165, 849843, 834484]"
468,"[923746, 1106523, 1033615, 883404, 1044078]"
469,"[1082185, 1070820, 5569230, 860776, 862349]"
470,"[6534178, 995242, 908531, 951590, 962229]"
471,"[1106523, 1133018, 908531, 849843, 1026118]"
472,"[1082185, 1029743, 914190, 981760, 951590]"
473,"[1082185, 6534178, 1029743, 995242, 994928]"
474,"[995242, 1029743, 1106523, 883404, 981760]"
475,"[1082185, 1029743, 995242, 908531, 844165]"
476,"[1106523, 1070820, 883404, 1005186, 833025]"
477,"[1082185, 6534178, 1029743, 1133018, 1058997]"
478,"[1082185, 6534178, 1029743, 995242, 1106523]"
479,"[1106523, 965766, 1133018, 1044078, 962229]"
480,"[6534178, 1070820, 908531, 995785, 5569471]"
481,"[1022003, 965766, 1058997, 951590, 845208]"
482,"[1133018, 844165, 1044078, 951590, 845208]"
483,"[923746, 1106523, 1133018, 834484, 5569471]"
484,"[923746, 1070820, 862349, 1013321, 883404]"
485,"[6534178, 1029743, 995242, 923746, 951590]"
486,"[1106523, 883404, 981760, 999971, 1122358]"
487,"[1082185, 6534178, 995242, 1029743, 1106523]"
488,"[1082185, 995242, 951590, 981760, 860776]"
489,"[1082185, 6534178, 981760, 1058997, 903325]"
490,"[5569230, 5569471, 1044078, 1075368, 5978656]"
491,"[6534178, 962568, 1003188, 834484, 862349]"
492,"[1082185, 6534178, 1070820, 1133018, 981760]"
493,"[6534178, 995242, 1029743, 1013321, 916122]"
494,"[1082185, 6534178, 1029743, 995242, 1106523]"
495,"[1029743, 923746, 1106523, 908531, 883404]"
496,"[923746, 1106523, 1133018, 844165, 849843]"
497,"[1082185, 1070820, 844165, 962229, 862349]"
498,"[1106523, 908531, 6034857, 860776, 927191]"
499,"[923746, 908531, 1126899, 5569471, 1075368]"
500,"[1082185, 6534178, 1029743, 995242, 1106523]"
501,"[995242, 965766, 849843, 860776, 1056509]"
502,"[923746, 1029743, 1033615, 849843, 1044078]"
503,"[1082185, 1070820, 6034857, 1077555, 1005186]"
504,"[923746, 1106523, 965766, 1133018, 1033615]"
