POLICY_ID,POLICY_IS_RENEWED,POLICY_IS_RENEWED_PROBABILITY
1625,1,0.7273122668266296
1628,1,0.5274534225463867
1638,0,0.2919711470603943
1642,1,0.534720778465271
1649,1,0.7039962410926819
1652,1,0.7156950831413269
1654,1,0.7826213240623474
1667,1,0.5720277428627014
1677,1,0.7233607769012451
1680,1,0.7776432037353516
1688,1,0.7111545205116272
1694,1,0.8335340023040771
1710,1,0.7841098308563232
1712,1,0.5605064630508423
1730,1,0.8544925451278687
1734,1,0.8760660290718079
1738,1,0.7801085710525513
1742,1,0.7724066376686096
1744,1,0.6155403852462769
1750,1,0.5368509888648987
1760,1,0.687414824962616
1763,0,0.339629203081131
1765,1,0.7364418506622314
1768,1,0.792952299118042
1769,1,0.5358795523643494
1779,1,0.6284794211387634
1781,0,0.01107234787195921
1783,0,0.4248414635658264
1784,1,0.7706833481788635
1785,0,0.4723275899887085
1786,1,0.6599153876304626
1787,1,0.7289850115776062
1792,0,0.05799524113535881
1795,1,0.6710774302482605
1801,1,0.812789261341095
1811,1,0.5731207728385925
1814,1,0.6195328235626221
1816,1,0.6756106019020081
1830,1,0.7484470009803772
1833,1,0.7276726961135864
1837,1,0.831105649471283
1840,1,0.8304816484451294
1845,1,0.7044913172721863
1861,1,0.8161286115646362
1866,1,0.543326735496521
1876,1,0.7468405961990356
1877,1,0.6301676630973816
1886,1,0.5035036206245422
1894,1,0.7096421718597412
1897,1,0.6405602097511292
1898,1,0.6526517868041992
1899,1,0.6616260409355164
1901,1,0.7466490864753723
1904,1,0.7390725612640381
1909,1,0.5260578393936157
1910,1,0.6853877902030945
1913,1,0.7445088624954224
1918,1,0.783099889755249
1920,0,0.4857526421546936
1923,0,0.17338578402996063
1925,1,0.7532540559768677
1930,0,0.3162611722946167
1937,1,0.754629909992218
1938,1,0.5452050566673279
1941,1,0.8136153817176819
1944,1,0.5298579931259155
1985,0,0.23912100493907928
1987,1,0.5545175075531006
1990,1,0.7248054146766663
1992,1,0.6168003082275391
1993,1,0.7505379319190979
1994,1,0.8294463157653809
2000,0,0.24082551896572113
2007,1,0.8004655241966248
2008,1,0.7344767451286316
2018,0,0.391745001077652
2052,0,0.2976410984992981
2056,1,0.6266964077949524
2059,1,0.5748765468597412
2062,1,0.7036433219909668
2065,1,0.5791296362876892
2066,1,0.774161159992218
2072,0,0.47006335854530334
2076,0,0.4920654594898224
2082,1,0.8022511005401611
2089,1,0.7140226364135742
2093,1,0.6211946606636047
2096,1,0.715238094329834
2099,1,0.6535229682922363
2103,0,0.2449779063463211
2108,0,0.42881789803504944
2109,0,0.009288785979151726
2111,1,0.6323444843292236
2113,1,0.5049881935119629
2125,1,0.5781683921813965
2135,1,0.6128148436546326
2136,0,0.3667025864124298
2143,1,0.6352218985557556
2145,1,0.8396499752998352
2150,1,0.7731772065162659
2163,1,0.7119876146316528
2167,1,0.747184693813324
2177,1,0.7429085373878479
2184,0,0.28788429498672485
2187,1,0.6120118498802185
2196,1,0.8100827932357788
2197,1,0.7795352339744568
2198,1,0.8349345922470093
2202,1,0.7758996486663818
2205,1,0.5842887759208679
2214,1,0.7638843059539795
2219,0,0.32437482476234436
2225,1,0.7348179221153259
2231,0,0.38645026087760925
2233,1,0.7996104955673218
2234,1,0.7932429313659668
2241,1,0.8426762819290161
2246,0,0.4993123412132263
2252,0,0.4926705062389374
2254,0,0.3672291338443756
2258,1,0.7921791076660156
2260,1,0.7958338260650635
2268,0,0.4232468903064728
2271,1,0.7830890417098999
2274,1,0.8962796926498413
2277,0,0.4530792236328125
2279,1,0.7614036202430725
2281,1,0.66499924659729
2282,1,0.7521536946296692
2287,1,0.8071836233139038
2289,0,0.4819473624229431
2295,1,0.5055403113365173
2297,1,0.8297939896583557
2299,1,0.5166535973548889
2304,1,0.5170418620109558
2305,0,0.2996385991573334
2307,0,0.47569411993026733
2313,1,0.8267987966537476
2316,1,0.6707946062088013
2318,1,0.7078191041946411
2324,1,0.567185640335083
2325,1,0.8177033066749573
2332,1,0.6605523824691772
2336,1,0.7838350534439087
2342,1,0.6758780479431152
2348,1,0.8540213704109192
2349,1,0.6216825842857361
2351,0,0.48880988359451294
2361,1,0.7426671981811523
2362,1,0.5742725133895874
2366,0,0.4600635766983032
2368,0,0.2999716103076935
2372,1,0.9011886119842529
2378,1,0.7130903601646423
2381,1,0.7916796207427979
2382,1,0.6696855425834656
2384,0,0.4266391098499298
2394,1,0.6787720322608948
2399,1,0.7631410360336304
2401,1,0.7991647720336914
2404,1,0.7752827405929565
2414,1,0.8162591457366943
2415,1,0.7155320048332214
2429,1,0.6274213194847107
2432,1,0.56815505027771
2443,1,0.5307806730270386
2454,1,0.7059143781661987
2462,1,0.5382740497589111
2469,1,0.7667310833930969
2472,1,0.8995676636695862
2477,0,0.4362190365791321
2478,1,0.5137929320335388
2481,1,0.7536223530769348
2487,0,0.44739052653312683
2488,1,0.6851522922515869
2498,1,0.5638191103935242
2503,1,0.8839437961578369
2515,1,0.5715640783309937
2527,1,0.7446843385696411
2533,1,0.6964945793151855
2537,1,0.8288090229034424
2539,1,0.6238559484481812
2542,0,0.4991186857223511
2547,1,0.6462865471839905
2550,1,0.8494617342948914
2554,1,0.6976513862609863
2555,1,0.7129386067390442
2556,0,0.32806703448295593
2557,0,0.30686017870903015
2558,0,0.4835948348045349
2559,1,0.6331979632377625
2560,1,0.7628306746482849
2561,1,0.889468252658844
2565,0,0.07523535192012787
2570,0,0.07769190520048141
2577,1,0.7917525768280029
2579,1,0.7057244777679443
2585,1,0.5025612711906433
2586,1,0.7866271138191223
2590,1,0.8609961271286011
2594,0,0.4935131371021271
2597,1,0.7337210178375244
2611,1,0.7236596345901489
2612,1,0.7038272023200989
2620,1,0.6381856203079224
2622,1,0.733710527420044
2631,1,0.6696786284446716
2638,0,0.4110243320465088
2640,1,0.8321371078491211
2657,0,0.47075027227401733
2658,0,0.2956365644931793
2669,1,0.8112033605575562
2678,1,0.7792113423347473
2693,1,0.7859931588172913
2710,1,0.8111438751220703
2715,1,0.5620415210723877
2717,1,0.5038604736328125
2721,1,0.6129366755485535
2725,1,0.7599713206291199
2726,1,0.5908836126327515
2728,1,0.7568032741546631
2732,1,0.6343203783035278
2740,1,0.7858589291572571
2742,1,0.6470665335655212
2744,1,0.7273819446563721
2754,0,0.3394296169281006
2759,1,0.7341921329498291
2768,1,0.6443462371826172
2769,0,0.4234446883201599
2770,1,0.7290416955947876
2777,1,0.5674367547035217
2786,1,0.583753764629364
2795,1,0.7467888593673706
2800,1,0.7765817642211914
2804,1,0.7642899751663208
2807,1,0.7277117371559143
2814,1,0.7821239829063416
2816,0,0.44866466522216797
2819,1,0.7901857495307922
2828,1,0.8727360367774963
2835,0,0.20664790272712708
2847,1,0.5064239501953125
2852,1,0.745493471622467
2855,1,0.7805640697479248
2861,1,0.8536959290504456
2862,1,0.850149929523468
2863,1,0.8567740321159363
2871,1,0.8226170539855957
2874,1,0.7366691827774048
2875,0,0.29121023416519165
2876,1,0.6643925309181213
2877,1,0.6241521835327148
2880,1,0.7840085625648499
2892,1,0.8089364767074585
2906,0,0.27163246273994446
2914,1,0.8011475205421448
2918,0,0.4984339773654938
2920,1,0.8305991888046265
2922,1,0.6335651874542236
2926,1,0.70060795545578
2931,1,0.6868944764137268
2934,1,0.8027496933937073
2939,0,0.395041823387146
2941,1,0.5501309037208557
2948,0,0.4047240912914276
2957,1,0.7032157182693481
2958,1,0.8039856553077698
2959,0,0.23602154850959778
2960,1,0.8493251800537109
2967,0,0.35227906703948975
2969,1,0.8763887286186218
2975,1,0.827078104019165
2978,1,0.6065481901168823
2979,1,0.7929403781890869
2980,0,0.46294623613357544
2982,0,0.28728166222572327
2983,0,0.37088456749916077
2990,1,0.8602277636528015
2991,1,0.7487275004386902
2994,1,0.5695235729217529
2997,1,0.6092385649681091
3001,1,0.7619312405586243
3002,1,0.789008378982544
3009,0,0.12337111681699753
3011,1,0.8780868649482727
3012,1,0.6562629342079163
3020,1,0.7229681015014648
3021,1,0.8565360903739929
3037,1,0.5553281903266907
3056,1,0.7501697540283203
3060,1,0.5348506569862366
3065,1,0.6660847067832947
3076,1,0.7880156636238098
3084,1,0.7141950130462646
3086,1,0.5886398553848267
3104,1,0.5990015864372253
3111,1,0.7572624683380127
3125,1,0.7961407899856567
3136,1,0.7175490260124207
3147,0,0.4332737624645233
3158,1,0.8173405528068542
3160,1,0.743493378162384
3173,1,0.7136058807373047
3175,1,0.6025465130805969
3180,1,0.8363557457923889
3181,1,0.7432966232299805
3204,1,0.7194283604621887
3207,0,0.36188042163848877
3210,1,0.5079612731933594
3216,1,0.8196565508842468
3223,1,0.5997810363769531
3225,1,0.6418113708496094
3229,1,0.6672331690788269
3238,1,0.754136860370636
3242,1,0.7603417634963989
3243,0,0.36888012290000916
3244,1,0.5050310492515564
3248,0,0.4672292470932007
3250,1,0.8593097925186157
3251,1,0.7049005031585693
3254,1,0.7585134506225586
3260,1,0.7866169214248657
3262,1,0.5638219118118286
3268,1,0.7948023676872253
3271,1,0.671610951423645
3281,1,0.6023797988891602
3283,1,0.8586264848709106
3286,1,0.5339429378509521
3304,1,0.8561425805091858
3306,1,0.7896992564201355
3308,1,0.8761172294616699
3322,1,0.8583320379257202
3328,1,0.7777297496795654
3333,1,0.6424562335014343
3343,1,0.7325105667114258
3345,1,0.6096211075782776
3346,1,0.7337741851806641
3355,1,0.8795521259307861
3361,1,0.7308914065361023
3363,1,0.6197817921638489
3369,1,0.5459530353546143
3373,0,0.3950118124485016
3376,1,0.6088224649429321
3379,1,0.8211420178413391
3385,0,0.3692267835140228
3388,1,0.8434918522834778
3391,1,0.7616378664970398
3392,1,0.7406592965126038
3396,1,0.8615218997001648
3397,1,0.7373532056808472
3399,1,0.8039574027061462
3402,1,0.6304510831832886
3412,1,0.8566155433654785
3416,1,0.8704445958137512
3426,0,0.4680139422416687
3436,1,0.5384674072265625
3439,0,0.2503456473350525
3444,1,0.8143100142478943
3458,1,0.8049391508102417
3461,1,0.5168020129203796
3470,0,0.16574840247631073
3478,1,0.7203399538993835
3479,1,0.5093622207641602
3484,1,0.6277926564216614
3490,1,0.825742244720459
3493,1,0.7592419981956482
3494,1,0.7165364027023315
3502,1,0.6066680550575256
3503,1,0.8095734119415283
3514,1,0.7047631740570068
3516,1,0.5627618432044983
3540,0,0.1976695954799652
3543,0,0.33505573868751526
3545,1,0.8601390719413757
3548,1,0.5183337926864624
3551,1,0.8356634974479675
3558,0,0.19493724405765533
3567,1,0.8100970983505249
3577,0,0.4989130198955536
3583,0,0.3393917977809906
3586,1,0.5900461077690125
3589,1,0.6866192817687988
3598,1,0.6932770609855652
3601,0,0.4585944712162018
3603,1,0.7777338624000549
3605,0,0.4767942726612091
3608,1,0.5885903835296631
3613,1,0.8312573432922363
3633,1,0.7680991291999817
3638,1,0.8374463319778442
3639,1,0.7314184308052063
3640,0,0.3204058110713959
3644,1,0.7090218663215637
3658,1,0.701820969581604
3661,1,0.5498247742652893
3662,1,0.9041820764541626
3670,1,0.608715832233429
3672,1,0.7944244146347046
3673,1,0.7957760691642761
3676,1,0.7736068964004517
3679,0,0.31028175354003906
3682,1,0.8278777599334717
3687,0,0.21223905682563782
3691,1,0.8122071623802185
3693,1,0.6686155200004578
3695,1,0.840507447719574
3696,0,0.3593365550041199
3708,1,0.6060306429862976
3710,1,0.8487710356712341
3719,0,0.31749147176742554
3723,1,0.7924395203590393
3724,1,0.7325564622879028
3727,0,0.23615342378616333
3742,0,0.026055384427309036
3756,1,0.7518254518508911
3758,1,0.7800207138061523
3767,1,0.7546611428260803
3775,1,0.7781302332878113
3781,1,0.6846010088920593
3786,1,0.6538635492324829
3788,0,0.23787961900234222
3789,1,0.7183332443237305
3792,0,0.4888385832309723
3794,1,0.6592755913734436
3804,0,0.41060173511505127
3811,1,0.5035281777381897
3820,0,0.45846453309059143
3821,1,0.5694770812988281
3822,1,0.7833941578865051
3829,1,0.5417609214782715
3832,0,0.3080039620399475
3833,1,0.6030305027961731
3839,1,0.7841676473617554
3844,0,0.28464242815971375
3848,1,0.8218415975570679
3853,1,0.6384332180023193
3860,1,0.7871938943862915
3862,0,0.048725470900535583
3866,1,0.7327117919921875
3867,1,0.8418465852737427
3871,1,0.7553269267082214
3874,1,0.7126816511154175
3886,1,0.7875814437866211
3901,1,0.8235419392585754
3909,0,0.47318220138549805
3910,0,0.2294742912054062
3919,0,0.09261644631624222
3920,1,0.7244246006011963
3924,0,0.4889181852340698
3926,1,0.74208003282547
3930,1,0.6818441152572632
3932,1,0.7109190225601196
3938,1,0.7615991830825806
3947,1,0.7323185801506042
3948,1,0.7497612833976746
3949,1,0.637560248374939
3953,1,0.5091461539268494
3958,1,0.762516975402832
3973,1,0.5221980810165405
3987,1,0.7424063086509705
4000,0,0.20979991555213928
4004,1,0.7254249453544617
4008,1,0.5179836750030518
4010,1,0.6253228187561035
4011,1,0.6912068724632263
4018,1,0.7665278315544128
4022,1,0.7437396049499512
4039,1,0.8329275846481323
4041,1,0.6904860734939575
4043,1,0.6635977625846863
4045,0,0.4003755748271942
4050,0,0.19910423457622528
4051,1,0.7992598414421082
4054,1,0.8631978034973145
4060,1,0.6572006940841675
4062,1,0.6841894388198853
4064,1,0.7720965147018433
4074,1,0.701913058757782
4098,1,0.6042398810386658
4100,0,0.34469613432884216
4109,0,0.02864586003124714
4115,1,0.8089550137519836
4117,1,0.7883709073066711
4118,1,0.7648007273674011
4126,0,0.4627198278903961
4130,1,0.7783799171447754
4133,0,0.35178282856941223
4137,1,0.626071035861969
4151,1,0.8072139620780945
4153,1,0.8786901831626892
4157,1,0.8274275660514832
4159,0,0.4506484866142273
4174,1,0.5525146126747131
4181,0,0.4309981167316437
4183,0,0.3775419592857361
4185,1,0.525014340877533
4189,0,0.27603474259376526
4192,1,0.7014946937561035
4196,1,0.7332996726036072
4197,1,0.6611812710762024
4201,1,0.6768588423728943
4214,1,0.6596565246582031
4219,1,0.6944019198417664
4226,1,0.8790032863616943
4234,1,0.8582414984703064
4243,1,0.6150999069213867
4246,1,0.7507104873657227
4248,0,0.37430229783058167
4249,1,0.6946759819984436
4253,1,0.8719189763069153
4256,0,0.334096223115921
4268,1,0.7775148749351501
4274,1,0.7139133810997009
4279,1,0.7645784020423889
4281,1,0.7935709357261658
4286,1,0.5837481617927551
4291,1,0.7050572633743286
4312,1,0.7421428561210632
4325,1,0.7777254581451416
4334,1,0.7305123805999756
4338,1,0.7401036024093628
4340,1,0.7570242285728455
4344,1,0.7786079049110413
4349,1,0.7543163299560547
4350,0,0.46789124608039856
4353,1,0.6253849864006042
4354,1,0.5473154783248901
4361,1,0.5993305444717407
4363,1,0.7415723204612732
4369,1,0.8022163510322571
4370,1,0.603112518787384
4371,0,0.36931994557380676
4379,1,0.5071372389793396
4385,0,0.198833167552948
4392,1,0.6391666531562805
4399,1,0.7368829250335693
4402,1,0.6735321879386902
4410,1,0.6165089011192322
4414,1,0.7826594114303589
4418,1,0.7901419401168823
4419,1,0.8746620416641235
4423,1,0.8051747679710388
4426,1,0.75859534740448
4431,1,0.8440671563148499
4433,1,0.622685968875885
4451,1,0.7870181798934937
4457,1,0.6923714280128479
4466,1,0.7012361288070679
4467,0,0.2227984070777893
4476,1,0.7451052665710449
4485,1,0.7719398736953735
4494,0,0.43329721689224243
4498,0,0.41628527641296387
4499,1,0.8504459261894226
4500,0,0.3176330327987671
4503,1,0.7258073687553406
4508,1,0.6596580743789673
4511,1,0.8248600959777832
4515,1,0.5534982681274414
4517,1,0.646068811416626
4522,0,0.3099293112754822
4532,1,0.6132692694664001
4533,1,0.7220549583435059
4539,1,0.6793391108512878
4545,1,0.8201347589492798
4557,0,0.03254050016403198
4566,1,0.5779996514320374
4567,0,0.2980024516582489
4577,0,0.1995094120502472
4585,1,0.8664847612380981
4593,1,0.7194297909736633
4599,0,0.40877780318260193
4604,1,0.7981889247894287
4605,1,0.6994051337242126
4607,1,0.6994984745979309
4613,1,0.593981146812439
4614,1,0.784074068069458
4618,0,0.40903517603874207
4623,1,0.7413442730903625
4628,0,0.30971357226371765
4651,1,0.7937383651733398
4664,1,0.5806673765182495
4666,0,0.039818909019231796
4671,1,0.699824869632721
4676,1,0.7671632766723633
4677,1,0.5049954652786255
4681,1,0.6491007804870605
4683,1,0.6718120574951172
4692,1,0.8160915374755859
4693,0,0.4555494487285614
4706,1,0.6424964070320129
4713,1,0.7972337007522583
4715,0,0.3485686182975769
4717,1,0.8279523849487305
4722,0,0.43681788444519043
4726,1,0.6771886944770813
4728,1,0.7864519357681274
4730,1,0.7046926617622375
4733,0,0.19962623715400696
4743,1,0.7423975467681885
4749,0,0.3298713266849518
4750,0,0.27257823944091797
4755,1,0.5767760872840881
4769,0,0.23767855763435364
4772,1,0.7804436087608337
4773,1,0.722755491733551
4774,0,0.3793615400791168
4780,0,0.3576408326625824
4782,0,0.4429348111152649
4787,1,0.6898123621940613
4790,1,0.5411556959152222
4791,1,0.8122944831848145
4804,1,0.7627410292625427
4805,1,0.5484814643859863
4807,0,0.43539828062057495
4809,0,0.4413069486618042
4811,1,0.5095720887184143
4818,1,0.5375632047653198
4828,1,0.6294651627540588
4829,1,0.6169062256813049
4830,1,0.6353195905685425
4833,0,0.17717033624649048
4834,0,0.46847349405288696
4835,0,0.4337269067764282
4838,1,0.7201076149940491
4848,1,0.8518026471138
4849,0,0.39668381214141846
4852,0,0.22624893486499786
4858,1,0.6686117649078369
4859,1,0.7625990509986877
4861,1,0.7313514947891235
4862,0,0.43660637736320496
4874,0,0.36254140734672546
4883,1,0.6132474541664124
4885,1,0.6575462222099304
4890,1,0.9052039384841919
4891,0,0.43403559923171997
4893,1,0.739830732345581
4898,1,0.824387788772583
4900,1,0.56721431016922
4904,1,0.8981133699417114
4909,1,0.7779281139373779
4910,0,0.3749641478061676
4922,1,0.632042646408081
4924,1,0.7055633664131165
4932,1,0.6772512197494507
4936,1,0.5351525545120239
4937,1,0.6881381869316101
4939,1,0.6447746157646179
4948,1,0.6310864686965942
4949,1,0.5824859738349915
4950,1,0.5491682887077332
4954,1,0.5805941224098206
4961,0,0.08511640131473541
4962,1,0.760231614112854
4963,1,0.7987552881240845
4972,0,0.3216659724712372
4975,1,0.6944629549980164
4980,1,0.7665848135948181
4984,1,0.7220799922943115
4987,1,0.8404943943023682
4992,0,0.25444474816322327
4999,0,0.12782616913318634
5002,1,0.7198269963264465
5003,1,0.7847913503646851
5004,1,0.5007082223892212
5014,1,0.7578338384628296
5015,1,0.5973262190818787
5016,1,0.6012116074562073
5020,1,0.6727214455604553
5023,1,0.7195368409156799
5029,1,0.5484762191772461
5030,1,0.6646052002906799
5032,1,0.6675586700439453
5039,0,0.2359926998615265
5047,0,0.35838431119918823
5049,1,0.850778341293335
5052,1,0.644222617149353
5059,0,0.4977305233478546
5064,1,0.8697012066841125
5071,1,0.5397279858589172
5075,1,0.5624890327453613
5085,1,0.7573291659355164
5094,1,0.7730396389961243
5095,1,0.6768766045570374
